letter,lm_0_x,lm_0_y,lm_0_z,lm_1_x,lm_1_y,lm_1_z,lm_2_x,lm_2_y,lm_2_z,lm_3_x,lm_3_y,lm_3_z,lm_4_x,lm_4_y,lm_4_z,lm_5_x,lm_5_y,lm_5_z,lm_6_x,lm_6_y,lm_6_z,lm_7_x,lm_7_y,lm_7_z,lm_8_x,lm_8_y,lm_8_z,lm_9_x,lm_9_y,lm_9_z,lm_10_x,lm_10_y,lm_10_z,lm_11_x,lm_11_y,lm_11_z,lm_12_x,lm_12_y,lm_12_z,lm_13_x,lm_13_y,lm_13_z,lm_14_x,lm_14_y,lm_14_z,lm_15_x,lm_15_y,lm_15_z,lm_16_x,lm_16_y,lm_16_z,lm_17_x,lm_17_y,lm_17_z,lm_18_x,lm_18_y,lm_18_z,lm_19_x,lm_19_y,lm_19_z,lm_20_x,lm_20_y,lm_20_z
N,0.473115,0.682055,-0.01936,0.548773,0.691014,0.020734,0.585189,0.709062,-0.015497,0.588577,0.737337,0.007175,0.646942,0.78899,0.001472,0.532055,0.703047,-0.009682,0.564289,0.732694,0.009112,0.60511,0.751868,0.001929,0.596119,0.80394,0.005344,0.515453,0.704711,-0.000335,0.537302,0.722235,-0.006904,0.562558,0.772421,0.000309,0.579665,0.819024,0.015439,0.51651,0.767108,0.003139,0.525279,0.763334,-0.006157,0.527292,0.787803,-0.002325,0.57783,0.834854,-0.016819,0.478998,0.744824,0.004147,0.500249,0.763097,0.003834,0.555644,0.807394,0.015298,0.579702,0.83999,-0.000446
J,0.498419,0.694701,-0.016941,0.440941,0.632767,0.012848,0.461273,0.642569,0.001869,0.436685,0.62767,0.002158,0.463369,0.56271,0.011443,0.527567,0.668556,0.006329,0.482084,0.61514,-0.003299,0.463425,0.613083,0.007158,0.493552,0.545005,0.015109,0.495577,0.657483,0.001906,0.517902,0.643051,-0.01309,0.51086,0.611927,-0.000724,0.493873,0.560867,0.011399,0.510018,0.661589,0.006882,0.509552,0.633776,0.010189,0.519002,0.606039,0.005267,0.508328,0.5562,0.013557,0.544417,0.670243,-0.004652,0.548762,0.635531,0.014818,0.533352,0.597214,0.007438,0.537418,0.548828,-0.027412
Z,0.490248,0.700906,0.003997,0.453143,0.746879,-0.004722,0.390612,0.743206,0.002986,0.355402,0.733829,-0.030816,0.309313,0.734587,0.005161,0.441691,0.718128,-0.004579,0.387643,0.715575,-0.019582,0.379769,0.691235,0.001072,0.30221,0.69862,0.021112,0.394039,0.673461,-0.006147,0.398848,0.737403,0.001487,0.355322,0.689052,-0.01209,0.31723,0.705903,-0.006512,0.430979,0.690223,0.013381,0.402546,0.667623,0.009293,0.37656,0.698141,-0.000997,0.356455,0.667902,0.005653,0.418618,0.664566,-0.008023,0.406813,0.664366,0.003388,0.373755,0.649115,-0.003018,0.33515,0.678128,0.006309
X,0.504157,0.688797,-0.012205,0.562397,0.690781,0.006633,0.587041,0.735893,0.012586,0.622453,0.746388,-0.006357,0.646522,0.784611,0.000903,0.550351,0.684511,-0.005798,0.567529,0.74969,-0.009545,0.62162,0.770843,-0.001988,0.635805,0.828293,0.000562,0.531525,0.718892,0.006465,0.537727,0.725614,0.014657,0.610334,0.7763,0.005358,0.613412,0.813659,0.003949,0.521594,0.754037,-0.01627,0.563775,0.767791,-0.001994,0.580418,0.799594,-0.000419,0.618609,0.81526,-0.001526,0.540167,0.738239,-0.007801,0.519926,0.788744,0.017445,0.565667,0.820621,-0.004936,0.59577,0.832379,-0.018132
J,0.505717,0.731379,0.015097,0.424877,0.678694,-0.004613,0.433074,0.643591,0.00408,0.441893,0.585189,-0.008672,0.469945,0.541803,0.006132,0.470959,0.677378,0.00372,0.446395,0.64269,0.020681,0.443407,0.58627,-0.020516,0.467763,0.562248,-0.011936,0.483312,0.659883,0.012764,0.460564,0.655848,-0.005474,0.449203,0.597001,0.004723,0.479977,0.563316,-0.008138,0.507275,0.676571,-0.001597,0.480596,0.639297,-0.003147,0.503282,0.585261,-0.003894,0.504476,0.575699,0.008317,0.519727,0.658655,0.005216,0.543362,0.599169,0.001465,0.535818,0.587419,-0.010554,0.49779,0.544664,-0.010164
B,0.544578,0.738173,-0.008032,0.481905,0.730679,0.008705,0.471116,0.74965,-0.012171,0.423176,0.745872,-0.005044,0.389396,0.751551,-0.001864,0.510481,0.745795,-0.01064,0.468883,0.710812,0.010075,0.413656,0.729081,-0.007789,0.349618,0.762867,0.001244,0.476844,0.725541,0.012046,0.451086,0.727387,0.00954,0.407185,0.721681,-0.001154,0.351418,0.697927,0.004506,0.475678,0.696616,-0.002477,0.460858,0.701131,0.003065,0.402006,0.694862,-0.003399,0.370048,0.671071,-0.000198,0.491817,0.682831,-0.010775,0.439987,0.67122,-0.0054,0.388051,0.660635,9.1e-05,0.372086,0.679152,-0.008715
Q,0.452292,0.6839,-0.003925,0.491074,0.60712,-0.007837,0.535185,0.635157,-0.001237,0.564958,0.610858,-0.001893,0.615746,0.631031,-0.00174,0.490103,0.659519,0.002858,0.566341,0.657967,-0.003954,0.581497,0.668845,0.006321,0.640937,0.626892,-0.001509,0.505438,0.658205,0.013299,0.558594,0.679477,-0.010613,0.605025,0.662427,0.000223,0.66884,0.64078,-0.022581,0.501382,0.706496,-0.006213,0.509834,0.678519,-0.012188,0.595177,0.666415,0.01437,0.635797,0.692901,-0.007143,0.507109,0.696633,0.000187,0.553012,0.702433,-0.015177,0.585273,0.688282,0.018246,0.647145,0.723301,0.002813
R,0.482194,0.74079,0.00024,0.549947,0.685296,-0.017131,0.545809,0.738149,0.000657,0.55799,0.799966,0.013047,0.634902,0.807456,0.00171,0.529045,0.752668,0.002448,0.555539,0.776849,-0.006693,0.596432,0.795073,-0.00162,0.614217,0.833151,-0.016143,0.536134,0.774421,-0.003386,0.575304,0.75335,0.011167,0.560555,0.810886,0.016556,0.61735,0.870709,0.019923,0.498386,0.781476,-0.009904,0.511936,0.782268,-0.009189,0.557229,0.807652,-0.000437,0.577465,0.819489,0.02121,0.505788,0.764448,0.019114,0.522647,0.811667,0.008287,0.526637,0.839739,0.012442,0.56494,0.895634,0.002172
C,0.519864,0.727351,0.018852,0.467979,0.771483,-0.013872,0.439087,0.788377,0.008436,0.396132,0.787454,0.005543,0.360501,0.796968,0.008525,0.475617,0.751233,0.00803,0.424128,0.757077,-0.007162,0.424779,0.744724,0.006639,0.362929,0.772435,-0.000396,0.474044,0.736339,-0.02718,0.421322,0.759752,-0.008163,0.39481,0.778856,-0.009682,0.345216,0.735511,-0.019985,0.459761,0.697862,0.005439,0.429079,0.687304,0.008101,0.407367,0.713866,0.009467,0.361596,0.705576,0.002812,0.475556,0.686765,-0.010266,0.438904,0.733892,-0.000373,0.39594,0.683475,-0.002596,0.34975,0.693641,-0.006558
Q,0.461659,0.707618,0.013967,0.539841,0.645686,0.015409,0.582272,0.652895,0.012089,0.618344,0.680958,0.009438,0.659614,0.656351,0.005702,0.530646,0.686763,-0.007805,0.5572,0.689032,0.003167,0.606891,0.703529,-0.007518,0.653912,0.678988,0.003606,0.548425,0.685278,-0.003018,0.581662,0.70878,-0.002127,0.60029,0.735931,-0.000603,0.64457,0.704806,0.002038,0.545361,0.728582,0.01381,0.580766,0.749676,-0.010477,0.621233,0.714616,-0.011826,0.678787,0.727143,-0.006302,0.547765,0.763534,-0.009816,0.59761,0.739892,0.00399,0.630387,0.738362,0.007468,0.643878,0.744145,-0.02407
R,0.490275,0.678084,-0.002384,0.564523,0.683686,0.001865,0.583643,0.702236,0.000314,0.57647,0.727724,0.008994,0.637342,0.760256,-0.011649,0.523555,0.668049,-0.004126,0.547151,0.731743,0.005235,0.59935,0.724422,0.00576,0.604662,0.775428,-0.002088,0.514192,0.692433,-0.000874,0.56575,0.755915,0.003622,0.565864,0.741594,0.008863,0.601252,0.802307,-0.006567,0.491879,0.702811,0.003471,0.511744,0.751888,-0.011381,0.561083,0.775351,-0.006491,0.591207,0.804814,0.001616,0.515139,0.724427,-0.012086,0.529063,0.753313,0.00879,0.539848,0.770943,-0.024065,0.569373,0.823283,0.003033
W,0.463406,0.694677,-0.003436,0.49592,0.668866,0.013624,0.570309,0.671806,0.00972,0.620931,0.663355,-0.001643,0.639198,0.654776,0.007859,0.534187,0.6683,-0.005925,0.578881,0.69083,-0.001096,0.607315,0.713559,-0.012421,0.639813,0.681752,0.007726,0.530555,0.724919,-0.015964,0.568252,0.692558,0.003699,0.607463,0.704927,0.000215,0.656056,0.722825,3e-06,0.498728,0.718332,0.00573,0.579792,0.73914,0.001285,0.608952,0.731689,-0.012686,0.631755,0.722566,-0.010151,0.508222,0.772895,0.013572,0.562053,0.759574,0.002425,0.597393,0.738495,0.004913,0.621726,0.745213,-0.003259
Y,0.514099,0.742349,-0.001047,0.505298,0.690805,0.00564,0.520609,0.617939,0.010992,0.572853,0.597542,-0.011802,0.604392,0.585946,0.010452,0.519754,0.653553,0.001733,0.520663,0.62633,-0.020858,0.558169,0.624702,0.008006,0.595894,0.597667,0.015849,0.530731,0.713368,-0.012477,0.536419,0.670275,0.003704,0.597665,0.658242,0.006534,0.596521,0.597228,0.00443,0.520918,0.689989,-0.013403,0.564134,0.679493,0.007678,0.597245,0.663228,-0.005487,0.629057,0.621931,0.004362,0.55275,0.742437,-0.006488,0.56739,0.693448,0.011896,0.623526,0.659967,-0.004892,0.640119,0.632995,0.003371
T,0.529426,0.68925,-0.010335,0.53548,0.645973,0.006627,0.573286,0.594824,0.002245,0.586887,0.593835,-0.005408,0.658723,0.561679,-0.012908,0.551801,0.668188,-0.002583,0.599183,0.603746,0.006885,0.584926,0.587225,0.010688,0.648621,0.563114,-0.004478,0.57184,0.661037,-0.006964,0.611681,0.619712,0.008598,0.629293,0.601511,-0.005005,0.7063,0.593249,-0.001841,0.586575,0.661384,-0.001539,0.619166,0.616991,0.00905,0.643692,0.645253,0.002635,0.675418,0.577616,0.009434,0.610573,0.703298,-0.014277,0.629936,0.656944,0.013472,0.646812,0.646557,-0.007127,0.663669,0.61522,0.005331
B,0.541054,0.656896,-0.006427,0.485351,0.708766,0.014846,0.427705,0.715951,0.007256,0.370683,0.732893,0.014646,0.340669,0.732194,0.02008,0.480408,0.721566,-0.007895,0.423413,0.750244,-0.009825,0.367364,0.745703,-0.002821,0.347979,0.734458,-0.003901,0.430111,0.703402,0.01241,0.459059,0.704817,-0.000287,0.406954,0.71552,0.002954,0.316785,0.700339,0.002148,0.443761,0.681094,0.017085,0.422615,0.665069,-0.018871,0.386303,0.677919,-0.008685,0.349885,0.690857,0.001746,0.471729,0.64815,-0.006405,0.42158,0.665777,0.009896,0.375549,0.654921,0.014874,0.348849,0.645614,-0.00311
H,0.510246,0.669087,-0.013718,0.561423,0.735179,0.007268,0.558344,0.781396,0.001409,0.593329,0.808209,-0.014686,0.556198,0.866122,-0.008025,0.553482,0.749391,-0.002602,0.556595,0.766868,0.001415,0.559054,0.803266,-0.006325,0.560386,0.858401,-0.007296,0.514984,0.710445,0.004727,0.524047,0.774677,-0.001368,0.519601,0.845688,0.005876,0.524119,0.849369,6.5e-05,0.529756,0.7403,0.005668,0.494357,0.747253,0.011554,0.507536,0.831214,-0.008583,0.533519,0.867252,-0.002487,0.486618,0.739293,-0.011058,0.497849,0.783827,-0.005021,0.47099,0.807011,-0.004553,0.492445,0.855358,0.004415
Z,0.529895,0.690163,-0.001243,0.452479,0.72488,0.009738,0.417298,0.705228,0.019925,0.380489,0.706468,0.02173,0.349082,0.698321,-0.009596,0.460704,0.681008,-0.00031,0.403627,0.680538,0.015485,0.39328,0.711642,0.011749,0.343954,0.676267,0.017175,0.450601,0.684101,-0.001968,0.417149,0.655264,-0.001893,0.371571,0.675284,0.007388,0.336371,0.697962,-0.010681,0.464566,0.662451,0.004954,0.403928,0.647414,-0.002546,0.410387,0.690468,0.003707,0.33555,0.637134,-0.014182,0.435523,0.608534,0.004377,0.416989,0.646631,-0.003672,0.397533,0.621906,-0.004923,0.352456,0.642351,0.003582
N,0.502549,0.65571,-0.016915,0.568529,0.711284,-0.016066,0.589726,0.703271,-0.001476,0.661762,0.749807,0.018177,0.673786,0.744595,-0.004861,0.580628,0.702085,-0.009569,0.574409,0.73951,0.000964,0.64036,0.760775,-0.007609,0.636032,0.803326,0.021417,0.541971,0.705383,-0.012741,0.591338,0.746679,-0.005772,0.619975,0.758173,0.002236,0.654041,0.789099,-0.009567,0.516749,0.728148,-0.025204,0.566169,0.727903,-0.001306,0.595135,0.800746,0.011676,0.63991,0.820763,0.009643,0.525491,0.726599,-0.003377,0.551455,0.771173,-0.012139,0.575637,0.811628,-0.000321,0.615753,0.823845,0.017671
F,0.509023,0.754716,0.003881,0.554556,0.682651,-0.024772,0.587148,0.702785,-0.000528,0.624202,0.709338,0.004401,0.688104,0.692299,0.014332,0.55353,0.744279,-0.0135,0.623019,0.738714,-0.003383,0.630411,0.719823,0.013506,0.673908,0.684471,0.000628,0.571732,0.738328,0.005959,0.595819,0.715662,0.010373,0.626927,0.766566,-0.000867,0.679942,0.735388,-0.007216,0.554453,0.759682,-6.2e-05,0.583122,0.726796,0.000267,0.615586,0.772471,0.014069,0.694095,0.757501,-0.003248,0.546189,0.784673,-0.006564,0.603759,0.782507,0.003097,0.6259,0.778375,0.003415,0.654917,0.786366,0.015772
U,0.478155,0.681537,-0.024676,0.535994,0.649617,0.001111,0.574413,0.644298,-0.002687,0.642245,0.655389,-0.017708,0.676085,0.644517,0.014911,0.558627,0.681444,0.004986,0.570505,0.677447,0.000801,0.624247,0.671669,0.004024,0.654792,0.666629,-0.012253,0.547535,0.701091,0.004703,0.575174,0.654872,-0.004496,0.608248,0.699621,0.014007,0.676401,0.653106,0.012719,0.567076,0.700156,-0.006194,0.630001,0.716809,0.00357,0.621449,0.705445,-0.011494,0.65217,0.707337,-0.002939,0.532044,0.73766,0.000829,0.593193,0.722208,0.025544,0.626696,0.733413,0.000657,0.702248,0.696186,-0.002379
A,0.503211,0.678819,-0.009697,0.448071,0.749495,-0.002076,0.437118,0.741091,0.01044,0.404466,0.730309,-0.002743,0.34057,0.71567,0.006752,0.486395,0.719893,-0.004932,0.444926,0.684815,0.001775,0.390712,0.711426,0.013916,0.363124,0.716072,-0.000867,0.462742,0.692307,-0.013082,0.449262,0.715409,0.007982,0.372148,0.731202,0.019802,0.351384,0.686426,-0.008664,0.474841,0.666294,-0.000342,0.444892,0.657387,0.020057,0.412063,0.661433,-0.014136,0.344311,0.664522,-0.002637,0.429845,0.656559,0.018029,0.411814,0.655893,-0.014896,0.398136,0.656609,0.019407,0.351665,0.654407,0.005503
J,0.495608,0.719041,0.004635,0.44264,0.660268,0.00547,0.448395,0.597909,0.005085,0.471544,0.555859,-0.007073,0.45528,0.547983,0.004849,0.498426,0.667748,-0.003096,0.466777,0.640946,0.020748,0.463215,0.563282,0.01666,0.508847,0.55293,-0.008734,0.511905,0.632897,-0.006467,0.50858,0.607481,0.019223,0.492786,0.57923,-0.00688,0.516169,0.540042,0.00431,0.524289,0.667978,-0.001759,0.550267,0.617314,-0.001918,0.524151,0.567966,-0.006245,0.51782,0.553076,0.010219,0.573804,0.620695,-0.007863,0.530923,0.62341,0.006929,0.544082,0.578085,0.000577,0.543275,0.537116,-0.000676
M,0.485891,0.709397,0.009138,0.532498,0.672796,0.013105,0.5328,0.663589,0.002355,0.620198,0.679039,0.002598,0.61614,0.657092,0.012689,0.539247,0.677239,0.011687,0.555211,0.689939,0.022299,0.577266,0.70714,-0.000906,0.659694,0.69256,-0.003044,0.540199,0.698469,-0.005275,0.579868,0.718522,-0.009459,0.608501,0.672741,-0.014032,0.669791,0.692035,0.002052,0.527299,0.756646,-0.003167,0.585177,0.725524,0.005581,0.600795,0.768056,-0.007528,0.644835,0.723673,-0.013845,0.547394,0.796048,-0.001844,0.570024,0.760445,0.017166,0.607987,0.733889,0.003109,0.620154,0.738929,0.005475
Y,0.489307,0.661138,0.009895,0.546659,0.60406,-0.017894,0.540597,0.602629,0.008695,0.542889,0.532,-0.01004,0.589412,0.524393,-0.00284,0.53803,0.595673,0.005748,0.534789,0.56358,-0.013879,0.582937,0.55381,0.009662,0.635643,0.514591,0.017932,0.539107,0.625374,-0.014464,0.589038,0.590993,0.005284,0.583361,0.558313,0.002593,0.63634,0.545627,0.001218,0.563863,0.658191,-0.001855,0.604565,0.604958,0.032318,0.638398,0.604064,-0.003828,0.643168,0.546362,-0.011684,0.555384,0.660688,0.016713,0.615055,0.625293,-7.8e-05,0.634195,0.5739,-0.001215,0.666228,0.580967,0.004127
B,0.483404,0.740766,0.000195,0.439182,0.788064,0.000142,0.41229,0.771945,0.007346,0.35654,0.777195,0.008474,0.351465,0.771524,0.006228,0.449217,0.778437,0.001115,0.435953,0.785766,-0.009732,0.365595,0.75152,-0.000808,0.303238,0.737672,0.010198,0.455608,0.754079,-0.009047,0.394731,0.739874,0.013828,0.371628,0.745522,0.011778,0.336192,0.745507,0.004274,0.447637,0.746378,-0.001044,0.399689,0.733001,0.009467,0.363421,0.733637,0.010765,0.280221,0.696907,0.004005,0.436539,0.728074,0.003241,0.408973,0.703704,-0.003799,0.360869,0.704605,0.010029,0.307291,0.706389,-0.004496
L,0.49408,0.706643,-0.01166,0.521073,0.659901,0.004406,0.536468,0.60621,0.00994,0.586195,0.600009,-0.033958,0.568764,0.58314,0.003557,0.527461,0.655619,0.002176,0.558476,0.637259,-0.005655,0.567955,0.605527,-0.007184,0.586431,0.588412,0.014729,0.539942,0.680134,-0.010036,0.570329,0.638491,-0.008091,0.578159,0.599203,0.007485,0.604556,0.570187,0.000437,0.53119,0.679298,-0.014204,0.593821,0.650578,0.012918,0.593186,0.618312,-0.013033,0.618885,0.591885,0.002957,0.535586,0.72646,0.011421,0.557596,0.654917,-0.005081,0.634377,0.638017,0.013322,0.662763,0.624558,-0.003358
X,0.526178,0.73396,0.013679,0.624327,0.733833,0.023582,0.619068,0.743125,-0.008761,0.659163,0.777759,0.003268,0.706288,0.837986,0.011606,0.595314,0.764456,0.006467,0.634182,0.762337,0.001404,0.654438,0.815631,0.012261,0.672506,0.820325,0.006494,0.578988,0.755643,-0.001546,0.601482,0.767686,0.000353,0.637768,0.828829,0.00343,0.662214,0.868141,0.014564,0.558687,0.772276,-0.004408,0.614799,0.82292,0.002489,0.639471,0.86255,-0.000197,0.622633,0.842658,0.017377,0.54785,0.770399,-0.003414,0.58276,0.805353,-0.000287,0.582348,0.850549,0.016526,0.646955,0.877925,-0.006984
Q,0.512031,0.692887,0.000611,0.574635,0.649882,-0.001418,0.605204,0.656575,-0.007035,0.639384,0.655147,0.004096,0.659956,0.661586,0.003138,0.556391,0.672329,-0.005451,0.618904,0.678858,-0.001286,0.642582,0.670528,-0.010044,0.700902,0.695946,-0.013537,0.545375,0.733983,-0.002467,0.622474,0.676341,-0.003121,0.655576,0.684333,-0.005684,0.682845,0.707272,-0.016983,0.566241,0.700918,-0.000763,0.595966,0.712429,0.013374,0.613094,0.728633,0.001868,0.716558,0.712453,-0.005856,0.561905,0.738759,0.017185,0.592694,0.766933,-0.000989,0.651891,0.754309,-0.010991,0.68479,0.752103,0.010236
R,0.515976,0.684135,0.000142,0.576029,0.678277,0.006941,0.547957,0.718447,-0.002049,0.633764,0.736891,0.008801,0.64394,0.775383,0.0068,0.548966,0.711506,0.003196,0.571139,0.741197,-0.005157,0.617602,0.752274,0.001558,0.62441,0.800138,-0.0109,0.548345,0.734599,0.009501,0.573485,0.742928,-0.003618,0.609232,0.792372,-0.010296,0.601122,0.788166,0.009625,0.540948,0.721816,-0.001884,0.554758,0.753605,-0.00093,0.579174,0.792534,0.003454,0.619487,0.828097,-0.013472,0.531782,0.752311,0.006441,0.528841,0.754762,-0.008954,0.555966,0.798541,0.001318,0.585981,0.832806,0.007765
K,0.484285,0.733939,-0.001385,0.439636,0.667549,-0.000937,0.451557,0.617482,-0.003041,0.460416,0.571412,0.014166,0.434518,0.529526,0.002455,0.456029,0.652598,0.009217,0.461375,0.617082,0.007216,0.467375,0.576424,0.003312,0.48718,0.536052,-0.006238,0.494521,0.63466,-0.002515,0.496466,0.57652,-0.003662,0.535927,0.580028,0.001853,0.505904,0.514963,-0.010965,0.47166,0.647362,0.002389,0.496722,0.607022,0.00759,0.476754,0.57927,0.005354,0.50526,0.528044,-0.012018,0.525548,0.627099,-0.009965,0.534686,0.589982,0.016301,0.502688,0.557435,0.013377,0.522311,0.519065,0.02247
G,0.500815,0.666755,-0.008495,0.577596,0.695167,-0.003245,0.612897,0.701604,0.01396,0.635613,0.757485,-0.01207,0.67593,0.774349,-0.009661,0.591469,0.70082,0.017654,0.60491,0.715299,-0.001833,0.632831,0.776198,-0.008459,0.66298,0.798111,0.012035,0.544328,0.703789,-0.003219,0.58172,0.749657,0.011971,0.606815,0.786882,-0.011356,0.637409,0.793891,-0.013251,0.520389,0.751423,-0.006957,0.568458,0.778967,-0.005632,0.608552,0.785193,0.013697,0.645533,0.818039,-0.001398,0.535345,0.763879,0.000935,0.565214,0.77795,0.009309,0.585187,0.803024,-0.018649,0.599501,0.839926,0.008353
P,0.477854,0.658556,-0.011946,0.458127,0.591834,-0.010481,0.523666,0.586723,0.012562,0.545374,0.572523,0.014453,0.563165,0.526371,0.000948,0.497478,0.649567,0.001169,0.53288,0.605524,0.001253,0.543699,0.587676,0.00432,0.56159,0.526386,-0.000934,0.489979,0.644892,0.00358,0.561278,0.596393,-0.015245,0.540379,0.578607,-0.006099,0.564952,0.579985,0.00022,0.503133,0.622214,0.014739,0.524935,0.645571,-0.011367,0.600092,0.6242,-0.007639,0.570763,0.602919,0.006344,0.543807,0.687326,-0.001167,0.527453,0.647128,0.005063,0.570484,0.629661,0.018263,0.600932,0.608963,0.022121
M,0.525824,0.697966,0.011088,0.59144,0.662254,0.003161,0.62585,0.653229,-0.005303,0.66279,0.689084,-0.008487,0.688922,0.644029,0.004383,0.595077,0.664885,-0.01578,0.603303,0.648058,-0.000562,0.670141,0.663975,0.004505,0.734085,0.653695,-0.00749,0.567376,0.687364,0.010529,0.628073,0.71517,0.00876,0.673335,0.712652,-0.010499,0.692297,0.702718,-0.008459,0.580491,0.714084,-0.001487,0.632862,0.721277,-0.004198,0.672639,0.716141,0.008351,0.729134,0.71164,-0.018959,0.581298,0.726577,0.000746,0.624354,0.737806,0.007508,0.639546,0.758646,-0.006454,0.711432,0.741861,0.005729
Y,0.474064,0.733152,-0.018127,0.491926,0.702185,-0.016185,0.510334,0.607981,0.003876,0.549019,0.631445,-0.010567,0.572034,0.606394,0.000565,0.496057,0.709906,0.008925,0.536841,0.664172,0.003471,0.562592,0.634465,0.00319,0.588128,0.616303,-0.002773,0.513461,0.68299,-0.001938,0.531794,0.673376,-0.013506,0.580565,0.65727,0.006873,0.603218,0.628719,0.002096,0.540051,0.743686,0.010265,0.580082,0.68227,-0.004492,0.596908,0.6625,0.018771,0.647114,0.659358,0.013588,0.524666,0.748311,0.002929,0.571614,0.695817,-0.003358,0.579592,0.693106,0.0013,0.60065,0.651618,-0.000841
X,0.501187,0.708905,0.008268,0.554722,0.695612,0.006188,0.570584,0.765776,0.003787,0.628649,0.796037,0.010781,0.63974,0.816602,-0.00849,0.551299,0.74715,0.01198,0.566567,0.754081,-0.005639,0.579218,0.768719,-0.00999,0.625339,0.82456,-0.004346,0.527324,0.747049,0.003695,0.565046,0.775207,-0.016801,0.605209,0.800853,0.005151,0.614089,0.819836,-0.014377,0.497876,0.739444,0.002331,0.563372,0.809994,-0.007501,0.558691,0.818319,-0.006177,0.586935,0.841577,0.018352,0.515295,0.773162,-0.009214,0.559336,0.801874,0.01877,0.547931,0.861592,-0.015677,0.55941,0.873256,0.010557
J,0.4802,0.683721,0.019178,0.406944,0.647697,-0.011883,0.41256,0.618683,-0.00267,0.411442,0.578467,-0.010055,0.414875,0.539866,-0.012528,0.431941,0.635206,0.013657,0.455813,0.640889,0.013746,0.449039,0.570424,0.004411,0.452427,0.525481,0.009665,0.484121,0.650473,-0.00867,0.470924,0.595775,0.006116,0.46442,0.586726,-0.01121,0.46767,0.525187,-0.001165,0.485228,0.679236,0.002047,0.475855,0.617906,0.004679,0.489233,0.554944,0.000643,0.511618,0.557933,-0.007853,0.52878,0.661056,0.002153,0.49854,0.584591,-0.002182,0.508774,0.591255,0.002066,0.484795,0.527524,-0.009359
J,0.499929,0.708932,-0.001164,0.470012,0.674118,0.008177,0.444272,0.633095,-0.016567,0.442588,0.577602,0.003685,0.457142,0.581338,0.01648,0.482116,0.674235,0.009912,0.462879,0.64152,0.020031,0.482566,0.623108,0.002831,0.465447,0.559969,-0.003877,0.51301,0.675306,0.004086,0.490874,0.648752,0.00455,0.522874,0.611912,0.004858,0.502997,0.532398,0.018689,0.526236,0.671366,-0.017792,0.507984,0.643421,-0.007441,0.517364,0.590349,0.007567,0.519374,0.596153,0.004549,0.517019,0.663335,0.003509,0.569625,0.623803,0.00349,0.531858,0.556687,0.015145,0.515179,0.528813,-0.000784
V,0.514952,0.685632,-0.005832,0.440422,0.647633,-0.017714,0.469359,0.599557,-0.015031,0.466914,0.549051,0.000849,0.460411,0.514745,0.004607,0.522437,0.651843,-0.002022,0.473666,0.579531,0.004315,0.486672,0.595797,-0.0104,0.500278,0.529486,0.019089,0.499405,0.638127,-0.009648,0.518389,0.606753,0.00421,0.533514,0.56147,0.009208,0.504005,0.527394,-0.006554,0.538293,0.663514,-0.007918,0.512909,0.603206,0.000543,0.526469,0.604381,-0.015735,0.550272,0.504863,-0.007613,0.555702,0.63167,0.001048,0.544383,0.61354,-0.003295,0.570476,0.543793,0.01284,0.566649,0.490017,0.004069
